Name,Interests,Cluster,Journey Frequency
Michael Nunez,"movie,science",109,225
Dana Lindquist,"adventure,science,food",261,676
Terry Morrison,"sports,movie,food,pets",533,869
Jennifer Evans,"politics,science,food,culture,fashion,adventure",339,640
Joyce Draper,"fashion,joke,food,sports",474,985
Carol Strahle,"movie,science,pets,politics,culture,sports",121,927
Michael Sergio,"food,pets,joke,adventure,sports,politics,culture",227,37
Lynnette Tedrow,"joke,adventure",58,31
Roberta Bodner,"politics,sports,food,adventure,pets,culture,science",104,328
Thomas Riggs,"fashion,politics,science,adventure",397,12
Marco Daymude,"adventure,fashion,sports,movie,pets",551,454
Miguel Soto,"joke,politics,culture,movie,food",597,597
Dora Myers,"movie,culture,politics,joke,science,pets,adventure",395,86
Lyle Kahrs,"sports,pets,food,fashion,movie,joke",348,374
Misty Taylor,"movie,politics,culture,joke",553,86
Joyce Bourgeois,"science,culture,politics,sports",344,517
Jennifer Movius,"fashion,joke,adventure,movie,sports",547,19
Margaret Marin,"science,fashion,joke",296,285
James Huggins,"joke,adventure,movie,fashion,politics,science",320,496
Theresa Bombard,"pets,movie,fashion",283,646
Julia Blake,"politics,joke,sports,culture",415,91
Jeanette Stollar,"science,politics,sports,food",494,875
Sean Vanburen,"joke,culture,movie,science",322,481
Jasper Hubble,"food,adventure",54,175
Jason Cottingham,"pets,joke,politics,adventure,food,science,culture",441,376
Judy Lymon,"joke,politics",4,877
Emma Hollabaugh,"sports,pets,culture,fashion",286,236
Christine Puotinen,"sports,food,movie,pets,politics,science,adventure",464,992
Levi Ford,"science,food,adventure",261,748
Meagan Jones,"pets,adventure,joke,science,fashion,culture,movie",287,703
Betty Long,"science,sports,joke,movie,fashion,pets",438,463
Sylvia Goodner,"food,science,sports,adventure,pets",342,154
Patrick Palumbo,"science,movie,joke,sports",153,354
George Smith,pets,18,41
Elizabeth Washington,"politics,culture,food,fashion,adventure",339,565
John Hartzell,"food,sports,movie,joke",331,771
Elmer Sanchez,"sports,joke",78,55
Michelle Negron,"adventure,politics,fashion,food,culture",339,785
Larry Reeves,"science,pets,movie,fashion,joke",478,204
Debra Merritt,"adventure,culture,fashion",149,558
David Gil,joke,14,928
Joshua White,"joke,sports,pets,culture",239,5
Ryan Brickell,pets,18,93
Larry Rose,sports,8,355
Emanuel Dearth,"science,pets",87,210
Patricia Moss,"pets,fashion,culture,adventure,politics,joke,sports",508,741
Virginia Sanchez,"pets,joke,adventure,science",437,454
Steven Deems,"politics,food,joke,fashion,movie",554,887
Rosemary Sanches,"sports,food,science,fashion,joke,pets",386,125
Elma Boggs,joke,14,405
Daniel Bailey,"culture,adventure,politics,movie,sports",538,790
Juan Williams,culture,15,756
Hae Barta,"pets,joke,adventure,science,movie,culture,politics",395,698
Floyd Campos,"fashion,pets,movie",283,813
Charlene Thompson,"food,fashion",76,880
James Chenault,"science,politics",51,349
Charles Davila,"sports,science",60,134
Dewayne Bednar,"culture,movie,politics,adventure",521,845
James George,"fashion,food,culture",246,868
Ernie Johnson,"politics,food,sports,fashion,joke,movie,science",299,736
Rosa Plotz,"movie,fashion,politics",46,96
David Lacroix,"pets,science,food,politics,movie,adventure",534,335
Wayne Hammer,"politics,food,fashion,adventure,movie,science,culture",428,902
Sara Kelly,"movie,culture",67,747
Frank Zinke,"joke,adventure,fashion,movie",544,310
Janice Gillen,"fashion,pets,movie,science,culture",126,787
Michael Hodges,"food,culture,fashion,joke,adventure,pets,science",528,614
Steven Rump,"pets,movie,joke,food,adventure",571,741
Pearl Mcmonagle,"joke,adventure,food,fashion,culture",356,750
Adam Wolfe,adventure,26,490
Lester Grindle,"joke,adventure,politics,fashion,science",407,932
Dennis Randall,"pets,culture,fashion",207,401
Cassandra Scott,"movie,joke,culture,sports,politics",180,25
Rudolph Farnell,"movie,politics,adventure,joke,pets,culture,food",406,630
Judith James,"science,pets,sports,joke,culture,adventure,food",69,113
David Williams,"food,sports,movie,fashion,science",27,896
Tracy Mascia,"movie,adventure,sports,science,fashion",323,650
Joseph Johnson,"fashion,science,joke,food,culture,pets",528,387
Adolfo Heater,"adventure,joke,pets,movie,politics,sports,fashion",539,214
Frederick Fain,"sports,joke,culture,politics,movie",180,343
Tyisha Mcghee,"science,movie,joke,sports,politics,culture,fashion",439,677
Richard Koran,"science,pets,adventure,fashion,movie,sports,food",175,982
Michael Brown,"science,food,culture,adventure",138,248
James Ratliff,"sports,fashion",48,399
Linda Murphy,"culture,politics,science,food,joke,sports",391,478
Amber Stice,culture,15,502
Marie Strauss,"adventure,sports,culture,food,science,politics,movie",319,994
Katie Gillis,"movie,pets,sports,science,culture",121,663
John Heredia,"fashion,sports,joke,food",474,323
Paul Hamilton,"science,food,fashion,sports,politics,adventure,joke",28,203
Williams Sas,politics,20,896
Donna Grier,"movie,politics",120,643
Wanda Sunderland,"movie,adventure,politics,science,sports,food,joke",558,140
Aurelio Villarreal,"politics,movie",120,951
Eric Morgan,"science,politics,adventure,sports,pets",118,478
Brenda Fletcher,"adventure,fashion,culture,sports,politics,joke,science",485,982
William Powell,"adventure,sports,politics,pets,fashion,movie",563,791
Maria Swart,fashion,9,35
Scott Wilson,"culture,fashion,adventure",149,863
Ann Gallegos,movie,11,189
Paige Gomer,"adventure,movie,fashion,culture",330,586
Ella Boling,"culture,science,politics,joke,pets,sports,fashion",279,949
Steven Beasley,culture,15,523
Gene Rust,"sports,food,joke",168,159
Anthony Moreno,movie,11,83
Karen Wilson,"pets,sports",49,76
Joseph Logan,"movie,science,sports,politics",511,632
Shawn Thompson,"culture,politics",68,722
Keith Jensen,fashion,9,814
Joyce Trotter,"pets,fashion,adventure,politics",91,443
Ben Brink,"fashion,joke,movie,pets",505,162
Laura Suttee,"fashion,food",76,871
Heidi Rahe,"movie,culture,politics",270,864
Roberta Corning,"culture,science,food,sports",392,562
Donald Wheelock,"politics,joke,sports,science,pets,fashion,culture",279,64
Betty Dreher,"culture,politics,sports",150,986
Steve Martin,"science,sports,food,fashion,politics",494,975
Michael Tyndall,politics,20,141
William Day,"culture,politics,sports,food,movie,fashion",116,273
Andrew Matthews,"science,joke,fashion,sports",153,797
Frances Blackwell,culture,15,13
David Whitaker,"culture,science,fashion,adventure,pets,joke",38,640
Mary Epps,"science,joke",90,14
Rachael Allen,"politics,culture,sports,pets,science,fashion",363,371
Melissa Charles,"joke,culture,sports,politics,food",19,916
Renee Rodgers,"politics,joke,fashion",294,351
Helen Ramos,"sports,joke,politics",199,486
Dennis Solomen,"adventure,movie,politics,food",215,308
Diane Campos,"adventure,pets",115,495
Ahmed Mosley,"culture,joke",45,671
Nathalie Rainey,"fashion,adventure,culture,science,sports",214,292
Brendan Phillips,"fashion,culture,pets,science,movie",126,456
Steven Flaherty,"movie,pets,politics,culture,adventure,food",249,859
Ian Dooley,"culture,food,science,sports",392,595
Joseph Newman,"politics,fashion",127,305
Josephine Johnson,"sports,adventure,movie",170,61
Gilbert Whitmore,"movie,culture,sports,fashion,science,joke,food",340,699
Mary Wood,fashion,9,98
Kenneth Matley,"pets,adventure,sports,joke",583,443
Danielle Temple,"pets,food",32,413
Joe Smithson,"politics,adventure,joke,movie",535,954
Linda Crider,"food,culture,fashion,adventure",449,502
Deborah Williams,"sports,movie,joke,adventure",357,452
Bryan Dobbins,"sports,food,politics,adventure",526,327
Erin Martinez,"movie,food,science,adventure,fashion,politics",278,13
Shelli Wilkins,"adventure,fashion,food,pets,movie,science,joke",564,593
Kenneth Hall,"food,politics,science,joke,fashion,movie,adventure",278,940
Raymond Devore,adventure,26,588
Leo Lawrence,"politics,fashion",127,445
Jessie Frazier,"science,adventure",10,879
Wilbert Adams,"sports,politics,culture,adventure,fashion,joke,food",390,270
Lois Grillo,"culture,movie,politics,joke,fashion,sports,pets",593,531
Julie Arrowood,"fashion,movie,politics",46,777
Rose Welch,"culture,science,adventure,pets,food,joke",528,179
Debbie Chang,"adventure,science,sports,culture,fashion,joke",485,201
Sharon Zalenski,"science,fashion",52,608
Glenda Garza,"pets,politics,fashion",236,369
Shirely Childs,"food,joke,fashion,movie",134,955
David Dick,"food,culture,joke,adventure",216,745
Lessie Struebing,"science,adventure,politics,joke",573,334
Derrick Mcadams,"joke,sports,culture,pets",239,188
Tammy Reed,"movie,fashion,pets,culture,politics",83,835
Marcia Juarez,joke,14,170
Marcus Dixon,"culture,science,pets,politics,fashion",484,663
Ned Robinson,"sports,joke,pets,adventure,movie,culture,politics",39,442
Donna Conover,"movie,politics,science",220,132
Jeff Fuller,"science,food,sports",169,378
Brigitte Warren,"politics,food,adventure,science,movie,joke",224,514
Ricky Christo,"culture,food",124,985
Jane Contreras,"joke,adventure,culture",310,914
Sandra Arrowood,"sports,food,culture",328,895
Patsy Lopez,"politics,science,adventure,joke,fashion",407,733
Sara Hamilton,"politics,movie",120,776
Juanita Mclelland,"culture,science,adventure,pets",285,899
Lee Mcclintock,"politics,culture,science",177,805
Tyron Sahe,joke,14,995
Alfonso Crawford,"pets,fashion,culture,politics,science,food",33,641
Bill Edwards,"food,movie,pets,politics",157,750
Charles Conger,"food,joke,culture",251,677
Delphine Allen,"food,pets,science,politics,joke",106,602
Herbert Price,"adventure,culture,fashion,movie,sports,food",162,654
David Gibson,adventure,26,720
Alice Gober,"movie,fashion,joke,adventure,pets",212,414
Elizabeth Mutchler,"food,science,fashion,adventure,movie,joke",122,914
Jeffery Meidl,"food,pets,movie,fashion",399,632
Vanessa Harrison,"culture,sports,fashion,pets,food",475,822
Caroline Wyant,"science,movie,politics,culture",238,236
Kathleen Velasco,"sports,joke,adventure,pets,food,fashion,movie",185,784
Kimberly Sewell,joke,14,745
William Kibbe,"culture,politics,pets,fashion",484,690
Elizabeth Dietrich,"science,politics,sports,joke,culture,adventure,food",590,594
Pauline Curtis,"joke,food",99,337
Margaret Bryan,"movie,sports,culture,food,pets",355,484
Bruce Fontaine,"movie,science,adventure",333,671
Norma Perkins,"fashion,sports,science,culture,adventure",214,963
Shirley Stock,"joke,adventure,fashion,culture,pets,food",152,280
Jolie Buckner,"movie,science,politics,adventure,culture,pets",346,445
Tara Guy,"food,joke,politics,fashion,science,adventure,movie",278,409
Barbara Domhoff,"food,sports,pets,adventure,fashion,science",342,953
Denise Leyva,"politics,culture,pets,movie,science",346,883
April Maddux,"joke,adventure,food,politics",417,558
Milo Bieker,"pets,fashion",95,507
Steve Myer,"fashion,science,movie,pets,joke,adventure,politics",271,429
William Johnson,"fashion,politics,science,sports",89,419
Vickie Godfrey,"politics,movie,fashion,joke,food,science",554,756
Alvin Gould,"adventure,science,joke,movie",569,439
Sarah Aguilar,"pets,science,movie,adventure,joke",542,669
Kennith Bethea,"adventure,science,fashion",161,408
John Lee,"joke,sports,pets,movie,politics",282,285
Paula Nolting,"joke,sports,culture,fashion,movie",80,161
Melissa Baker,"movie,adventure,joke,culture,fashion,politics",320,893
Alan Brown,"movie,pets,adventure,culture,science,sports",416,443
Janet Padilla,"adventure,politics,joke,science,sports",65,42
Ronald Gombert,"politics,culture,adventure,fashion,food,sports,pets",394,354
Estela George,"culture,fashion,movie,sports",159,80
Frank Sunday,"movie,joke,politics,science",493,235
Mary Gaskamp,"pets,politics,food",174,140
Howard Gonzales,"fashion,joke,movie,food,sports,politics",299,114
Enrique Bulow,"food,pets,fashion,science,politics,movie",577,756
Ryan Pickett,"food,adventure,joke,culture,movie",579,703
Ellen Garcia,"sports,politics",113,947
Eric Mohr,"politics,adventure,movie",205,395
Douglas Wylie,"culture,pets,movie,adventure,joke,science",21,888
Donna Miles,"sports,politics,food,science,culture,fashion",360,79
Robert Leab,food,24,751
Andrew Lockhart,"fashion,adventure,joke,pets",212,723
Thomas Alcala,"culture,sports,adventure,science,pets,fashion",363,582
Yvonne Harrison,"pets,culture,food",6,764
Janie Dupont,"adventure,joke,food,movie,science",141,907
Gladys Fink,"sports,movie,adventure,fashion,culture,food",162,797
Steve Alvarez,"sports,science,joke",71,752
Wayne Maicus,"food,movie,pets,culture,joke,politics,sports",479,976
Clayton Nelson,"sports,science,politics,joke,pets",567,150
Louis Hindman,"fashion,adventure,joke",144,323
Larry Demora,"food,science,pets,joke,politics",106,568
Rosalind Taylor,"science,sports,politics,joke,adventure",65,564
Raul Daves,"sports,fashion",48,259
Gerald Vermeesch,pets,18,136
Gregory Riley,"culture,joke,movie",292,761
Clara Elman,pets,18,482
Ronald Weisberg,"movie,politics,culture",270,860
Daniel Brown,"pets,fashion,science,movie,politics,joke,food",462,837
Angela Sherman,"culture,adventure,pets,food,fashion,sports,science",22,542
Dennis Smith,sports,8,384
Cathy Gebhart,"pets,politics,adventure,food,culture,joke",97,106
Margaret Jones,"culture,food,movie,science,joke,pets",288,783
Monica Jacobson,"joke,science,fashion,adventure",407,51
Darryl Ramirez,joke,14,633
Ruby Taylor,movie,11,574
Thomas Minnick,"politics,pets,culture,sports,joke,adventure,movie",39,482
Jerry Lalinde,"pets,movie,politics",291,346
Randall Middleton,"pets,movie,culture,fashion,sports,adventure",393,278
James Dixon,food,24,439
Charles Harvey,pets,18,901
Susan Callahan,"adventure,joke,movie",208,334
Wendy Banks,"pets,fashion",95,290
Jean Perez,"fashion,culture,pets,joke,science,sports,adventure",184,166
James Padron,"politics,culture,adventure,science",226,487
Phillip Barnes,"fashion,politics,pets,culture,food",383,50
Landon Limbaugh,"culture,food,joke,politics,fashion,science,adventure",454,385
Regina Engle,"food,culture,politics,joke,movie",597,218
Jared Smith,"joke,adventure,fashion,sports,science,culture,food",198,765
Inez Harris,"food,adventure,science,joke,fashion",592,979
Denise Gonzalez,joke,14,712
Virginia Humphreys,"adventure,joke,movie,sports,fashion,culture",7,997
Fred Lones,"adventure,sports,politics,food,fashion,culture,pets",394,867
Thomas Scott,"movie,science,culture,fashion,joke,food,pets",307,149
Shauna Hayes,politics,20,87
Jose Mortensen,"pets,joke,politics,culture,science,food",442,617
Diane Hereford,"sports,culture",56,283
Eldora Croy,"politics,fashion,science,food,movie,pets,culture",502,288
Roger Pearson,"politics,joke,food",219,994
Timothy House,"fashion,politics,food,joke,culture",295,437
Lawrence Leal,"fashion,science,adventure",161,48
Eleanor Corbett,"food,sports,adventure,science,fashion,pets",342,5
Kim Wick,"politics,culture,science,food",163,381
Emily Harmon,"science,culture,movie,joke,food,fashion",565,98
Jetta Lopez,"joke,food,movie,sports,culture,politics",396,670
Louis Leeper,"culture,adventure,fashion,joke,food,pets",152,887
Benjamin Villegas,culture,15,4
Jacquelyn Farmer,"adventure,joke",58,114
Tony Boyd,"adventure,politics,food,movie,science",215,832
Renita Floyd,"culture,movie,adventure,science,food,fashion,politics",428,785
Judith Mccrary,fashion,9,370
Jessica Ratcliff,pets,18,735
Stephanie Benitez,"adventure,politics,food",241,891
Sandra Morataya,"movie,culture",67,17
Norma Floyd,"movie,food,culture,politics,pets,science,joke",155,183
Joan Marroquin,"science,adventure,politics,joke,movie",546,397
April Doctor,"joke,pets,movie,sports,adventure",81,697
Bradley Saleado,"joke,pets,sports,science,fashion,movie,politics",455,824
Shelby Burns,"sports,joke,adventure,fashion,science",1,394
Kim Lairmore,"pets,adventure,sports,science,politics,food",94,465
Barbara Bruce,"adventure,movie,politics,joke,pets,sports",539,125
Richard Trahan,fashion,9,221
Kenneth Morad,"joke,movie,culture,sports,food,adventure",495,676
Charles King,"adventure,politics,joke,food,pets,movie,culture",406,8
Monique Brown,"fashion,culture,adventure",149,972
Barbara Jones,"sports,food",57,423
Natalie Grissom,"food,sports,joke,culture,science,pets",23,400
Leonor Hall,"pets,sports,joke,adventure,food,politics,culture",227,412
Landon Wesley,movie,11,285
Jane Jones,"culture,movie,politics",270,937
Allison Daniel,"adventure,science,sports,joke",217,243
